20060104,a.DCE,a0605.DCE,0
20060210,a.DCE,a0609.DCE,71
20060803,a.DCE,a0701.DCE,167
20061019,a.DCE,a0705.DCE,148
20070108,a.DCE,a0709.DCE,176
20070110,a.DCE,a0705.DCE,-154
20070111,a.DCE,a0709.DCE,164
20070115,a.DCE,a0705.DCE,-159
20070116,a.DCE,a0709.DCE,154
20070523,a.DCE,a0801.DCE,82
20070806,a.DCE,a0805.DCE,45
20071015,a.DCE,a0809.DCE,72
20071018,a.DCE,a0805.DCE,-90
20071019,a.DCE,a0809.DCE,56
20071023,a.DCE,a0805.DCE,-77
20071025,a.DCE,a0809.DCE,33
20071030,a.DCE,a0805.DCE,-27
20071031,a.DCE,a0809.DCE,10
20071106,a.DCE,a0805.DCE,16
20071114,a.DCE,a0809.DCE,-50
20080227,a.DCE,a0901.DCE,-443
20080229,a.DCE,a0809.DCE,473
20080303,a.DCE,a0901.DCE,-550
20080305,a.DCE,a0809.DCE,580
20080314,a.DCE,a0901.DCE,-617
20080317,a.DCE,a0809.DCE,540
20080403,a.DCE,a0901.DCE,-745
20080430,a.DCE,a0809.DCE,993
20080505,a.DCE,a0901.DCE,-1020
20080512,a.DCE,a0809.DCE,1006
20080513,a.DCE,a0901.DCE,-996
20081015,a.DCE,a0905.DCE,-80
20081023,a.DCE,a0901.DCE,207
20081024,a.DCE,a0905.DCE,-182
20090108,a.DCE,a0909.DCE,-140
20090413,a.DCE,a1001.DCE,-120
20090716,a.DCE,a1005.DCE,-53
20090717,a.DCE,a1001.DCE,38
20090720,a.DCE,a1005.DCE,-49
20091026,a.DCE,a1009.DCE,-36
20100412,a.DCE,a1101.DCE,0
20100715,a.DCE,a1105.DCE,23
20101022,a.DCE,a1109.DCE,95
20110106,a.DCE,a1201.DCE,-6
20110706,a.DCE,a1205.DCE,104
20110707,a.DCE,a1201.DCE,-110
20110711,a.DCE,a1205.DCE,127
20110712,a.DCE,a1201.DCE,-134
20110713,a.DCE,a1205.DCE,150
20111027,a.DCE,a1209.DCE,108
20120406,a.DCE,a1301.DCE,34
20120704,a.DCE,a1305.DCE,103
20120709,a.DCE,a1301.DCE,-125
20120904,a.DCE,a1305.DCE,16
20130201,a.DCE,a1309.DCE,-9
20130520,a.DCE,a1401.DCE,-115
20130521,a.DCE,a1309.DCE,133
20130524,a.DCE,a1401.DCE,-105
20130530,a.DCE,a1309.DCE,105
20130531,a.DCE,a1401.DCE,-112
20130605,a.DCE,a1309.DCE,126
20130606,a.DCE,a1401.DCE,-121
20131016,a.DCE,a1405.DCE,-97
20131018,a.DCE,a1401.DCE,61
20131021,a.DCE,a1405.DCE,-72
20140210,a.DCE,a1409.DCE,-252
20140415,a.DCE,a1501.DCE,-80
20140418,a.DCE,a1409.DCE,51
20140421,a.DCE,a1501.DCE,-52
20140422,a.DCE,a1409.DCE,67
20140423,a.DCE,a1501.DCE,-53
20140425,a.DCE,a1409.DCE,50
20140515,a.DCE,a1501.DCE,-120
20141111,a.DCE,a1505.DCE,-231
20141112,a.DCE,a1501.DCE,273
20141114,a.DCE,a1505.DCE,-189
20141124,a.DCE,a1501.DCE,202
20141125,a.DCE,a1505.DCE,-195
20141224,a.DCE,a1501.DCE,0
20141225,a.DCE,a1505.DCE,-189
20150402,a.DCE,a1509.DCE,99
20150403,a.DCE,a1505.DCE,-110
20150407,a.DCE,a1509.DCE,96
20150522,a.DCE,a1507.DCE,0
20150525,a.DCE,a1509.DCE,92
20150709,a.DCE,a1601.DCE,46
20150710,a.DCE,a1509.DCE,-68
20150713,a.DCE,a1601.DCE,71
20151113,a.DCE,a1605.DCE,-5
20151117,a.DCE,a1601.DCE,-28
20151118,a.DCE,a1605.DCE,-7
20160309,a.DCE,a1609.DCE,-98
20160310,a.DCE,a1605.DCE,119
20160314,a.DCE,a1609.DCE,-107
20120510,ag.SHFE,ag1209.SHFE,0
20120723,ag.SHFE,ag1212.SHFE,39
20121101,ag.SHFE,ag1301.SHFE,26
20121213,ag.SHFE,ag1306.SHFE,252
20130506,ag.SHFE,ag1312.SHFE,132
20131128,ag.SHFE,ag1406.SHFE,5
20140513,ag.SHFE,ag1412.SHFE,-3
20140716,ag.SHFE,ag1408.SHFE,-44
20140717,ag.SHFE,ag1412.SHFE,-3
20141107,ag.SHFE,ag1506.SHFE,-51
20150513,ag.SHFE,ag1512.SHFE,49
20150522,ag.SHFE,ag1506.SHFE,0
20150525,ag.SHFE,ag1512.SHFE,67
20151120,ag.SHFE,ag1606.SHFE,61
20060104,al.SHFE,al0603.SHFE,0
20060109,al.SHFE,al0604.SHFE,80
20060207,al.SHFE,al0605.SHFE,190
20060309,al.SHFE,al0606.SHFE,170
20060410,al.SHFE,al0607.SHFE,90
20060510,al.SHFE,al0608.SHFE,200
20060522,al.SHFE,al0606.SHFE,-290
20060523,al.SHFE,al0608.SHFE,410
20060524,al.SHFE,al0609.SHFE,150
20060525,al.SHFE,al0608.SHFE,20
20060612,al.SHFE,al0609.SHFE,0
20060713,al.SHFE,al0610.SHFE,-80
20060815,al.SHFE,al0611.SHFE,-190
20060926,al.SHFE,al0612.SHFE,-490
20061019,al.SHFE,al0701.SHFE,-370
20061129,al.SHFE,al0702.SHFE,-450
20061219,al.SHFE,al0703.SHFE,-290
20070123,al.SHFE,al0704.SHFE,-230
20070213,al.SHFE,al0705.SHFE,-210
20070316,al.SHFE,al0706.SHFE,10
20070405,al.SHFE,al0707.SHFE,50
20070521,al.SHFE,al0708.SHFE,-110
20070618,al.SHFE,al0709.SHFE,-190
20070720,al.SHFE,al0710.SHFE,-20
20070813,al.SHFE,al0711.SHFE,180
20070830,al.SHFE,al0712.SHFE,-30
20070831,al.SHFE,al0711.SHFE,30
20070903,al.SHFE,al0712.SHFE,0
20070905,al.SHFE,al0711.SHFE,-20
20070907,al.SHFE,al0712.SHFE,-30
20070910,al.SHFE,al0711.SHFE,30
20070911,al.SHFE,al0712.SHFE,-30
20070927,al.SHFE,al0711.SHFE,-40
20070928,al.SHFE,al0712.SHFE,-40
20071010,al.SHFE,al0801.SHFE,0
20071011,al.SHFE,al0712.SHFE,-10
20071012,al.SHFE,al0801.SHFE,10
20071121,al.SHFE,al0802.SHFE,80
20071214,al.SHFE,al0803.SHFE,220
20071217,al.SHFE,al0802.SHFE,-200
20071218,al.SHFE,al0803.SHFE,180
20080117,al.SHFE,al0804.SHFE,160
20080121,al.SHFE,al0803.SHFE,-170
20080122,al.SHFE,al0804.SHFE,170
20080218,al.SHFE,al0805.SHFE,50
20080314,al.SHFE,al0806.SHFE,165
20080418,al.SHFE,al0807.SHFE,30
20080519,al.SHFE,al0808.SHFE,265
20080617,al.SHFE,al0809.SHFE,170
20080718,al.SHFE,al0810.SHFE,150
20080818,al.SHFE,al0811.SHFE,190
20080917,al.SHFE,al0812.SHFE,170
20081016,al.SHFE,al0901.SHFE,80
20081119,al.SHFE,al0902.SHFE,40
20081208,al.SHFE,al0904.SHFE,-405
20081209,al.SHFE,al0902.SHFE,-110
20081212,al.SHFE,al0903.SHFE,-20
20090115,al.SHFE,al0904.SHFE,-125
20090210,al.SHFE,al0905.SHFE,130
20090309,al.SHFE,al0906.SHFE,-25
20090402,al.SHFE,al0907.SHFE,-145
20090427,al.SHFE,al0908.SHFE,-10
20090527,al.SHFE,al0909.SHFE,-5
20090626,al.SHFE,al0910.SHFE,30
20090722,al.SHFE,al0911.SHFE,-10
20090821,al.SHFE,al0912.SHFE,100
20091012,al.SHFE,al1001.SHFE,-5
20091113,al.SHFE,al1002.SHFE,95
20091201,al.SHFE,al1003.SHFE,180
20091228,al.SHFE,al1004.SHFE,200
20100119,al.SHFE,al1005.SHFE,175
20100225,al.SHFE,al1006.SHFE,170
20100401,al.SHFE,al1007.SHFE,125
20100505,al.SHFE,al1008.SHFE,155
20100601,al.SHFE,al1009.SHFE,130
20100705,al.SHFE,al1010.SHFE,100
20100730,al.SHFE,al1011.SHFE,105
20100825,al.SHFE,al1012.SHFE,95
20100927,al.SHFE,al1101.SHFE,135
20101029,al.SHFE,al1102.SHFE,140
20101125,al.SHFE,al1103.SHFE,135
20110104,al.SHFE,al1104.SHFE,215
20110210,al.SHFE,al1105.SHFE,150
20110315,al.SHFE,al1106.SHFE,150
20110421,al.SHFE,al1107.SHFE,85
20110518,al.SHFE,al1108.SHFE,25
20110520,al.SHFE,al1107.SHFE,-30
20110523,al.SHFE,al1108.SHFE,10
20110623,al.SHFE,al1109.SHFE,0
20110628,al.SHFE,al1108.SHFE,10
20110629,al.SHFE,al1109.SHFE,0
20110718,al.SHFE,al1110.SHFE,-85
20110812,al.SHFE,al1111.SHFE,-130
