000300,CSI 300,600030,CITIC Securities Co Ltd,SH
000300,CSI 300,600031,Sany Heavy Industry Co Ltd,SH
000300,CSI 300,600036,China Merchants Bank Co Ltd,SH
000300,CSI 300,600048,Poly Real Estate Group Co Ltd,SH
000300,CSI 300,600050,China United Network Communications Co Ltd,SH
000300,CSI 300,600058,Minmetals Development Co Ltd,SH
000300,CSI 300,600060,Hisense Electric Co Ltd,SH
000300,CSI 300,600062,CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.LTD.,SH
000300,CSI 300,600066,Zhengzhou Yutong Bus Co Ltd,SH
000300,CSI 300,600068,China Gezhouba Group Co Ltd,SH
000300,CSI 300,600079,Humanwell Healthcare (Group) Co. Ltd.,SH
000300,CSI 300,600085,Beijing Tongrentang Co Ltd,SH
000300,CSI 300,600089,TBEA Co Ltd,SH
000300,CSI 300,600096,Yunnan Yuntianhua Co Ltd,SH
000300,CSI 300,600100,Tsinghua Tongfang Co Ltd,SH
000300,CSI 300,600104,SAIC Motor Co Ltd,SH
000300,CSI 300,600108,Gansu Yasheng Industrial (Group) Co Ltd,SH
000300,CSI 300,600109,Sinolink Securities Co. Ltd.,SH
000300,CSI 300,600111,Inner Mongolia Baotou Steel Rare-Earth Hi-Tech Co Ltd,SH
000300,CSI 300,600115,China Eastern Airlines Corp Ltd,SH
000300,CSI 300,600118,China Spacesat Co Ltd,SH
000300,CSI 300,600123,Shanxi Lanhua Science-Tech Venture Co Ltd,SH
000300,CSI 300,600143,Kingfa Sci&Tech Co Ltd,SH
000300,CSI 300,600150,HuDong Heavy Machinery Co Ltd,SH
000300,CSI 300,600153,Xiamen C&D Inc,SH
000300,CSI 300,600157,Wintime Energy Co Ltd,SH
000300,CSI 300,600166,Beiqi Foton Motor Co Ltd,SH
000300,CSI 300,600170,SH Construction Co Ltd,SH
000300,CSI 300,600177,Youngor Group Co Ltd,SH
000300,CSI 300,600188,Yanzhou Coal Mining Co Ltd,SH
000300,CSI 300,600196,SH Fosun Pharmaceutical (Group) Co Ltd,SH
000300,CSI 300,600208,Xinhu Zhongbao Co Ltd,SH
000300,CSI 300,600216,Zhejiang Medicine Co Ltd,SH
000300,CSI 300,600219,Shandong Nanshan Industrial Co Ltd,SH
000300,CSI 300,600221,Hainan Airlines Co Ltd,SH
000300,CSI 300,600252,Guangxi Wuzhou Zhongheng Group Co Ltd,SH
000300,CSI 300,600256,GUANGHUI ENERGY CO. LTD.,SH
000300,CSI 300,600259,Hainan Xingye Polyester Co Ltd,SH
000300,CSI 300,600267,Zhejiang Hisun Pharmaceutical Co Ltd,SH
000300,CSI 300,600271,Aerospace Information Co Ltd,SH
000300,CSI 300,600276,Jiangsu Hengrui Medicine Co Ltd,SH
000300,CSI 300,600277,Inner Mongolia Yili Science And Technology Industry Co Ltd,SH
000300,CSI 300,600309,Wanhua Chemical Group Co. Ltd.,SH
000300,CSI 300,600315,SH Jahwa United Co Ltd,SH
000300,CSI 300,600316,Jiangxi Hongdu Aviation Industry Co Ltd,SH
000300,CSI 300,600332,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,SH
000300,CSI 300,600340,China Fortune Land Development Co. Ltd.,SH
000300,CSI 300,600348,Yang Quan Coal Industry (Group) Co. Ltd,SH
000300,CSI 300,600352,Zhejiang Longsheng Group Co Ltd,SH
000300,CSI 300,600362,Jiangxi Copper Co Ltd,SH
000300,CSI 300,600369,Southwest Securities Co Ltd,SH
000300,CSI 300,600372,China Avic Electronics Co.Ltd.,SH
000300,CSI 300,600376,Beijing Tianhong Baoye Real Estate Co Ltd,SH
000300,CSI 300,600383,Gemdale Corporation,SH
000300,CSI 300,600395,Guizhou Panjiang Refined Coal Co Ltd,SH
000300,CSI 300,600403,Henan Dayou Energy Co. Ltd,SH
000300,CSI 300,600406,NARI Technology Development Co Ltd,SH
000300,CSI 300,600415,Zhejiang China Commodities City Group Co Ltd,SH
000300,CSI 300,600436,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,SH
000300,CSI 300,600489,Zhongjin Gold Co Ltd,SH
000300,CSI 300,600497,Yunnan Chihong Zinc&Germanium Co Ltd,SH
000300,CSI 300,600498,Fiberhome Telecommunication Technologies Co Ltd,SH
000300,CSI 300,600516,Lanzhou Hailong New Material Co Ltd,SH
000300,CSI 300,600518,Kangmei Pharmaceutical Co Ltd,SH
000300,CSI 300,600519,Kweichow Moutai Co Ltd,SH
000300,CSI 300,600535,TASLY PHARMACEUTICAL GROUP CO.LTD,SH
000300,CSI 300,600546,China Petroleum Jilin Chemical Engineering & Construction Co Ltd,SH
000300,CSI 300,600547,Shandong Gold-Mining Co Ltd,SH
000300,CSI 300,600549,Xiamen Tungsten Co Ltd,SH
000300,CSI 300,600583,Offshore Oil Engineering Co Ltd,SH
000300,CSI 300,600585,Anhui Conch Cement Co Ltd,SH
000300,CSI 300,600588,Yonyou Software Co. Ltd,SH
000300,CSI 300,600597,Bright Dairy & Food Co Ltd,SH
000300,CSI 300,600600,Tsingtao Brewery Co Ltd,SH
000300,CSI 300,600633,SH Whitecat Shareholding Co Ltd,SH
000300,CSI 300,600637,BesTV New Media Co. Ltd.,SH
000300,CSI 300,600642,Shenergy Co Ltd,SH
000300,CSI 300,600648,SH Wai Gaoqiao Free Trade Zone Development Co Ltd,SH
000300,CSI 300,600649,SH Municipal Raw Water Co Ltd,SH
000300,CSI 300,600655,SH Yuyuan Tourist Mart Co Ltd,SH
000300,CSI 300,600660,Fuyao Group Glass Industries Co Ltd,SH
000300,CSI 300,600663,SH Lujiazui Finance and Trade Zone Development Co Ltd,SH
000300,CSI 300,600664,Harbin Pharmaceutical Group Co Ltd,SH
000300,CSI 300,600674,Sichuan Chuantou Energy Co Ltd,SH
000300,CSI 300,600688,Sinopec SH Petrochemical Co Ltd,SH
000300,CSI 300,600690,Qingdao Haier Co Ltd,SH
000300,CSI 300,600703,Sanan Optoelectronics Co.Ltd,SH
000300,CSI 300,600705,AVIC Capital Co. Ltd.,SH
000300,CSI 300,600718,Shenyang Neusoft Co Ltd,SH
000300,CSI 300,600739,Liaoning Cheng Da Co Ltd,SH
000300,CSI 300,600741,SH Bashi Industrial (Group) Co Ltd,SH
000300,CSI 300,600783,Shandong Luxin High-Tech Industry Co Ltd,SH
000300,CSI 300,600795,GD Power Development Co Ltd,SH
000300,CSI 300,600804,DR. PENG TELECOM&MEDIA GROUP CO. LTD.,SH
000300,CSI 300,600809,Shanxi Xinghuacun Fen Wine Factory Co Ltd,SH
000300,CSI 300,600827,SH Friendship Group Incorporated Co,SH
000300,CSI 300,600832,SH Oriental Pearl (Group) Co Ltd,SH
000300,CSI 300,600837,Haitong Securities Company Limited,SH
000300,CSI 300,600839,Sichuan Changhong Electric Co Ltd,SH
000300,CSI 300,600863,Inner Mongolia Mengdian Huaneng Thermal Power Corp Ltd,SH
000300,CSI 300,600867,Tonghua Dongbao Medicines Co Ltd,SH
000300,CSI 300,600873,Meihua Holdings Group Co. Ltd,SH
000300,CSI 300,600875,Dongfang Electrical Machinery Co Ltd,SH
000300,CSI 300,600880,Chengdu B-ray Media Co Ltd,SH
000300,CSI 300,600886,SDIC Huajing Power Holdings Co Ltd,SH
000300,CSI 300,600887,Inner Mongolia Yili Industrial Group Co Ltd,SH
000300,CSI 300,600893,China Resources (Jilin) Bio-Chemical Co Ltd,SH
000300,CSI 300,600895,SH Zhangjiang Hi-tech Park Development Co Ltd,SH
000300,CSI 300,600900,China Yangtze Power Co Ltd,SH
000300,CSI 300,600998,Jointown Pharmaceutical Group Co Ltd,SH
